date,user_id,sessions,minutes_watched,content_type,buffering_events,error_occurred
2025-06-25,1003,1,39,Movie,0,0
2025-06-26,1003,1,13,Movie,0,0
2025-06-27,1003,0,0,Movie,0,0
2025-06-28,1003,1,34,TV Show,0,0
2025-06-29,1003,0,33,,0,1
2025-06-30,1003,0,27,Movie,0,0
2025-07-01,1003,1,20,Live,0,0
2025-06-02,1004,2,47,None,0,0
2025-06-03,1004,2,77,Movie,0,0
2025-06-04,1004,3,38,Movie,2,0
2025-06-05,1004,3,58,Movie,0,0
2025-06-06,1004,3,44,Movie,0,0
2025-06-07,1004,2,87,Movie,0,0
2025-06-08,1004,3,68,Movie,0,0
2025-06-09,1004,3,47,,0,0
2025-06-10,1004,2,37,Movie,0,0
2025-06-11,1004,2,39,,0,0
2025-06-12,1004,2,73,,1,0
2025-06-13,1004,3,83,TV Show,1,0
2025-06-14,1004,4,43,Movie,0,0
2025-06-15,1004,2,34,TV Show,0,0
2025-06-16,1004,3,39,Movie,0,0
2025-06-17,1004,2,49,Live,0,1
2025-06-18,1004,2,45,Movie,2,0
2025-06-19,1004,2,56,None,1,0
2025-06-20,1004,2,62,TV Show,0,0
2025-06-21,1004,3,63,TV Show,0,0
2025-06-22,1004,2,31,Movie,0,0
2025-06-23,1004,3,89,Movie,0,0
2025-06-24,1004,2,40,TV Show,0,0
2025-06-25,1004,3,38,TV Show,0,0
2025-06-26,1004,4,51,TV Show,0,0
2025-06-27,1004,3,56,Movie,1,0
2025-06-28,1004,4,50,Movie,0,0
2025-06-29,1004,3,63,TV Show,0,0
2025-06-30,1004,4,66,TV Show,0,0
2025-07-01,1004,2,21,Movie,1,0
2025-06-02,1005,2,64,Movie,0,1
2025-06-03,1005,1,690,TV Show,0,0
2025-06-04,1005,2,87,Movie,1,0
2025-06-05,1005,1,39,Movie,1,0
2025-06-06,1005,2,57,TV Show,0,0
2025-06-07,1005,2,44,TV Show,1,0
2025-06-08,1005,2,80,TV Show,0,0
2025-06-09,1005,1,56,TV Show,0,0
2025-06-10,1005,2,65,TV Show,0,0
2025-06-11,1005,2,93,TV Show,0,0
2025-06-12,1005,2,61,Movie,1,0
2025-06-13,1005,2,72,Movie,0,0
2025-06-14,1005,1,60,TV Show,2,1
2025-06-15,1005,2,82,TV Show,0,0
2025-06-16,1005,1,45,Movie,1,0
2025-06-17,1005,0,0,Movie,0,0
2025-06-18,1005,1,61,,0,0
2025-06-19,1005,1,47,TV Show,0,0
2025-06-20,1005,1,31,Movie,0,1
2025-06-21,1005,2,27,TV Show,0,0
2025-06-22,1005,1,72,Movie,1,0
2025-06-23,1005,0,0,Movie,0,0
2025-06-24,1005,2,51,None,0,0
2025-06-25,1005,1,43,Live,0,0
2025-06-26,1005,1,53,Movie,1,0
2025-06-27,1005,0,32,Movie,0,0
2025-06-28,1005,2,57,Movie,1,0
2025-06-29,1005,1,95,TV Show,0,0
2025-06-30,1005,2,71,Movie,0,0
2025-07-01,1005,2,34,Movie,0,0
2025-06-02,1006,1,32,TV Show,0,0
2025-06-03,1006,0,31,Movie,0,0
2025-06-04,1006,1,41,Movie,0,0
2025-06-05,1006,0,38,Movie,0,0
2025-06-06,1006,0,29,None,0,0
2025-06-07,1006,1,22,Movie,0,0
2025-06-08,1006,1,15,TV Show,0,1
2025-06-09,1006,1,29,Movie,1,0
2025-06-10,1006,1,31,Movie,0,0
2025-06-11,1006,1,57,Movie,0,0
2025-06-12,1006,1,21,Movie,0,0
2025-06-13,1006,1,17,TV Show,0,0
2025-06-14,1006,1,36,Movie,0,0
2025-06-15,1006,1,62,Movie,0,0
2025-06-16,1006,1,330,Movie,0,0
2025-06-17,1006,1,31,,0,0
2025-06-18,1006,1,18,TV Show,0,0
2025-06-19,1006,0,41,TV Show,0,0
2025-06-20,1006,0,36,Movie,0,0
2025-06-21,1006,1,49,TV Show,0,0
2025-06-22,1006,0,20,TV Show,1,0
2025-06-23,1006,1,34,,0,0
2025-06-24,1006,1,42,Movie,1,0
2025-06-25,1006,0,16,Movie,0,1
2025-06-26,1006,1,21,TV Show,0,0
2025-06-27,1006,0,43,Movie,0,0
2025-06-28,1006,1,36,Movie,0,0
2025-06-29,1006,1,52,TV Show,0,0
2025-06-30,1006,1,39,TV Show,2,0
2025-07-01,1006,0,30,TV Show,1,0
2025-06-02,1007,0,59,Movie,0,0
2025-06-03,1007,0,18,Movie,1,0
2025-06-04,1007,0,54,Movie,0,0
2025-06-05,1007,0,0,Movie,0,0
2025-06-06,1007,0,61,None,0,0
2025-06-07,1007,0,74,Movie,0,0
2025-06-08,1007,0,47,Movie,0,0
2025-06-09,1007,0,33,Movie,0,0
2025-06-10,1007,0,46,Movie,0,0
2025-06-11,1007,0,40,Movie,1,0
2025-06-12,1007,1,63,TV Show,0,0
2025-06-13,1007,0,35,Movie,0,0
2025-06-14,1007,0,48,TV Show,4,0
2025-06-15,1007,0,67,Movie,0,0
2025-06-16,1007,0,33,TV Show,0,0
2025-06-17,1007,0,45,Movie,1,0
2025-06-18,1007,0,47,,0,0
2025-06-19,1007,0,32,,0,0
2025-06-20,1007,0,66,Movie,0,0
2025-06-21,1007,0,55,TV Show,1,0
2025-06-22,1007,1,56,None,0,0
2025-06-23,1007,0,48,Movie,1,0
2025-06-24,1007,0,49,Movie,0,0
2025-06-25,1007,1,51,TV Show,0,0
2025-06-26,1007,0,44,TV Show,0,0
2025-06-27,1007,0,37,Movie,1,0
2025-06-28,1007,1,28,TV Show,1,0
2025-06-29,1007,0,85,Movie,1,0
2025-06-30,1007,0,43,,0,0
2025-07-01,1007,0,48,Movie,0,0
2025-06-02,1008,1,19,TV Show,3,0
2025-06-03,1008,1,33,TV Show,0,0
2025-06-04,1008,0,13,Movie,0,0
2025-06-05,1008,0,15,None,0,0
2025-06-06,1008,1,14,Movie,1,0
2025-06-07,1008,1,26,,0,0
2025-06-08,1008,1,35,None,0,0
2025-06-09,1008,0,23,,0,0
2025-06-10,1008,0,26,Movie,0,0
2025-06-11,1008,0,27,TV Show,1,0
2025-06-12,1008,1,24,,1,0
2025-06-13,1008,1,25,TV Show,0,0
2025-06-14,1008,0,21,,0,0
2025-06-15,1008,1,22,TV Show,0,0
2025-06-16,1008,1,21,Movie,0,0
2025-06-17,1008,0,30,Movie,1,0
2025-06-18,1008,0,16,Movie,0,1
2025-06-19,1008,0,22,Movie,0,0
2025-06-20,1008,0,0,TV Show,0,0
2025-06-21,1008,1,29,TV Show,0,0
2025-06-22,1008,0,19,TV Show,0,0
2025-06-23,1008,0,19,Movie,0,0
2025-06-24,1008,1,32,Movie,0,1
2025-06-25,1008,1,23,Movie,0,0
2025-06-26,1008,0,29,TV Show,0,0
2025-06-27,1008,1,32,TV Show,0,0
2025-06-28,1008,1,41,Movie,0,0
2025-06-29,1008,1,22,TV Show,1,1
2025-06-30,1008,0,0,Movie,0,0
2025-07-01,1008,0,27,Movie,0,0
2025-06-02,1009,0,30,TV Show,0,0
2025-06-03,1009,1,25,Movie,0,0
2025-06-04,1009,0,18,Movie,0,1
2025-06-05,1009,0,41,Movie,0,0
2025-06-06,1009,0,21,,0,1
2025-06-07,1009,1,19,Movie,0,0
2025-06-08,1009,1,24,,1,0
2025-06-09,1009,0,35,Live,0,0
2025-06-10,1009,1,3,Movie,0,0
2025-06-11,1009,0,17,TV Show,1,0
2025-06-12,1009,1,20,TV Show,0,1
2025-06-13,1009,0,23,Movie,0,0
2025-06-14,1009,0,33,Movie,1,0
2025-06-15,1009,1,39,TV Show,0,0
2025-06-16,1009,0,0,TV Show,0,0
2025-06-17,1009,1,29,None,0,0
2025-06-18,1009,0,24,Movie,0,0
2025-06-19,1009,1,26,Movie,0,0
2025-06-20,1009,1,25,Movie,0,0
2025-06-21,1009,1,34,TV Show,0,0
2025-06-22,1009,2,29,,0,0
2025-06-23,1009,1,17,Movie,0,0
2025-06-24,1009,0,40,Movie,1,0
2025-06-25,1009,0,41,Movie,0,0
2025-06-26,1009,0,26,Movie,1,0
2025-06-27,1009,1,17,TV Show,0,0
2025-06-28,1009,1,24,Movie,1,1
2025-06-29,1009,1,28,,1,0
2025-06-30,1009,0,33,Movie,0,0
2025-07-01,1009,1,31,TV Show,1,0
2025-06-02,1010,0,8,None,0,0
2025-06-03,1010,0,9,Movie,0,0
2025-06-04,1010,0,19,Movie,0,0
2025-06-05,1010,0,16,TV Show,0,0
2025-06-06,1010,0,7,TV Show,0,0
2025-06-07,1010,0,22,TV Show,1,1
2025-06-08,1010,0,14,Movie,1,1
2025-06-09,1010,0,10,TV Show,0,0
2025-06-10,1010,0,9,Movie,1,0
2025-06-11,1010,0,18,TV Show,0,0
2025-06-12,1010,0,12,,0,0
2025-06-13,1010,0,20,Movie,0,0
2025-06-14,1010,0,22,TV Show,0,0
2025-06-15,1010,0,17,None,0,0
2025-06-16,1010,0,11,Movie,0,0
2025-06-17,1010,0,17,TV Show,1,0
2025-06-18,1010,0,10,,1,0
2025-06-19,1010,0,13,None,0,0
2025-06-20,1010,0,15,Movie,1,0
2025-06-21,1010,0,15,Movie,0,0
2025-06-22,1010,0,0,Movie,0,0
2025-06-23,1010,0,12,TV Show,1,0
2025-06-24,1010,1,7,TV Show,0,0
2025-06-25,1010,0,14,TV Show,0,0
2025-06-26,1010,0,8,TV Show,0,0
2025-06-27,1010,0,10,Movie,1,0
2025-06-28,1010,0,17,TV Show,0,0
2025-06-29,1010,0,21,TV Show,1,0
2025-06-30,1010,0,11,Movie,0,0
2025-07-01,1010,1,9,TV Show,0,0
2025-06-02,1011,2,85,,1,0
2025-06-03,1011,2,88,TV Show,1,0
2025-06-04,1011,2,65,Movie,0,0
2025-06-05,1011,2,92,Movie,0,0
2025-06-06,1011,1,43,,0,1
2025-06-07,1011,1,99,TV Show,0,0
2025-06-08,1011,2,151,Movie,1,1
2025-06-09,1011,1,82,TV Show,1,0
2025-06-10,1011,2,65,None,1,0
2025-06-11,1011,1,66,TV Show,0,0
2025-06-12,1011,1,100,Movie,1,0
2025-06-13,1011,1,89,TV Show,0,0
2025-06-14,1011,2,52,,0,0
2025-06-15,1011,2,81,Movie,0,0
2025-06-16,1011,2,83,Movie,1,0
2025-06-17,1011,0,78,TV Show,0,0
2025-06-18,1011,2,44,Movie,0,0
2025-06-19,1011,1,70,Movie,1,0
2025-06-20,1011,1,65,TV Show,0,0
2025-06-21,1011,2,86,Movie,1,0
2025-06-22,1011,2,145,TV Show,0,0
2025-06-23,1011,1,93,Movie,0,0
2025-06-24,1011,2,65,Movie,0,0
2025-06-25,1011,1,68,Movie,0,0
2025-06-26,1011,2,54,Movie,0,0
2025-06-27,1011,1,71,Live,0,0
2025-06-28,1011,1,850,TV Show,0,0
2025-06-29,1011,1,74,TV Show,0,0
2025-06-30,1011,2,76,Movie,2,0
2025-07-01,1011,1,63,,1,1
2025-06-02,1012,0,31,,0,0
2025-06-03,1012,0,18,TV Show,0,0
2025-06-04,1012,0,27,Movie,0,0
2025-06-05,1012,0,22,None,0,0
2025-06-06,1012,0,34,Movie,0,0
2025-06-07,1012,0,37,Movie,1,0
2025-06-08,1012,0,45,Movie,0,0
2025-06-09,1012,0,26,Movie,0,0
2025-06-10,1012,0,32,TV Show,0,1
2025-06-11,1012,1,23,TV Show,1,0
2025-06-12,1012,0,35,TV Show,0,0
2025-06-13,1012,0,33,TV Show,0,0
2025-06-14,1012,0,16,Live,0,1
2025-06-15,1012,0,29,Movie,0,0
2025-06-16,1012,0,0,Movie,0,0
2025-06-17,1012,0,31,Movie,2,0
2025-06-18,1012,0,39,,0,0
2025-06-19,1012,0,19,Movie,0,1
2025-06-20,1012,0,28,TV Show,0,0
2025-06-21,1012,0,35,Movie,1,0
2025-06-22,1012,0,37,Movie,0,0
2025-06-23,1012,1,35,Movie,0,0
2025-06-24,1012,0,27,TV Show,0,0
2025-06-25,1012,0,27,Live,1,0
2025-06-26,1012,0,35,TV Show,0,0
2025-06-27,1012,0,31,Movie,0,0
2025-06-28,1012,0,19,,0,0
2025-06-29,1012,0,26,Movie,0,0
2025-06-30,1012,0,14,Movie,0,0
2025-07-01,1012,0,39,Movie,0,0
2025-06-02,1013,2,76,Movie,0,0
2025-06-03,1013,2,56,Movie,0,0
2025-06-04,1013,1,47,TV Show,0,0
2025-06-05,1013,2,61,Movie,1,0
2025-06-06,1013,1,35,Movie,0,0
2025-06-07,1013,2,34,TV Show,0,1
2025-06-08,1013,2,67,Movie,0,0
2025-06-09,1013,1,51,,0,0
2025-06-10,1013,2,20,TV Show,0,0
2025-06-11,1013,1,31,Movie,0,0
2025-06-12,1013,1,59,Movie,0,0
2025-06-13,1013,2,45,Movie,1,0
2025-06-14,1013,1,7,TV Show,0,0
2025-06-15,1013,2,88,Movie,0,0
2025-06-16,1013,1,54,Movie,0,0
2025-06-17,1013,2,65,Movie,1,0
2025-06-18,1013,1,35,TV Show,0,1
2025-06-19,1013,1,34,Movie,1,0
2025-06-20,1013,1,37,Movie,0,0
2025-06-21,1013,1,72,Movie,0,0
2025-06-22,1013,2,66,Movie,1,0
2025-06-23,1013,2,34,TV Show,1,0
2025-06-24,1013,2,28,Movie,0,1
2025-06-25,1013,1,64,None,0,0
2025-06-26,1013,1,36,TV Show,1,0
2025-06-27,1013,1,50,TV Show,0,0
2025-06-28,1013,2,43,TV Show,0,0
2025-06-29,1013,2,92,TV Show,0,0
2025-06-30,1013,0,0,Movie,0,0
2025-07-01,1013,2,48,Movie,0,0
2025-06-02,1014,0,9,Live,0,0
2025-06-03,1014,0,6,Movie,0,1
2025-06-04,1014,0,0,Movie,0,0
2025-06-05,1014,0,7,TV Show,0,0
2025-06-06,1014,1,9,Movie,0,0
2025-06-07,1014,0,0,TV Show,0,0
2025-06-08,1014,1,9,Movie,0,0
2025-06-09,1014,1,8,Movie,0,0
2025-06-10,1014,0,9,Movie,0,0
2025-06-11,1014,1,6,Movie,1,0
2025-06-12,1014,1,4,Movie,0,0
2025-06-13,1014,1,7,Movie,1,1
2025-06-14,1014,1,11,Movie,0,0
2025-06-15,1014,1,5,,0,0
2025-06-16,1014,0,10,TV Show,1,0
2025-06-17,1014,1,7,,1,0
2025-06-18,1014,0,6,TV Show,1,0
2025-06-19,1014,0,9,TV Show,0,0
2025-06-20,1014,0,8,Live,0,0
2025-06-21,1014,1,7,Movie,0,0
2025-06-22,1014,0,11,,0,0
2025-06-23,1014,1,7,TV Show,0,0
2025-06-24,1014,0,4,,0,0
2025-06-25,1014,1,7,TV Show,0,0
2025-06-26,1014,0,8,None,0,0
2025-06-27,1014,0,4,Movie,0,0
2025-06-28,1014,0,9,,1,0
2025-06-29,1014,1,5,Live,1,0
2025-06-30,1014,1,6,None,0,0
2025-07-01,1014,0,2,TV Show,1,0
2025-06-02,1015,0,24,Movie,0,0
2025-06-03,1015,0,21,TV Show,1,0
2025-06-04,1015,0,19,TV Show,0,0
2025-06-05,1015,0,18,TV Show,0,0
2025-06-06,1015,0,20,Movie,0,0
2025-06-07,1015,0,20,,0,1
2025-06-08,1015,0,35,TV Show,0,0
2025-06-09,1015,0,18,None,0,0
2025-06-10,1015,0,23,Movie,1,0
2025-06-11,1015,0,26,Movie,1,0
2025-06-12,1015,0,18,Movie,0,0
2025-06-13,1015,0,24,TV Show,0,0
2025-06-14,1015,0,0,Live,0,0
2025-06-15,1015,0,34,Movie,0,0
2025-06-16,1015,0,6,Live,0,1
2025-06-17,1015,0,27,Movie,0,0
2025-06-18,1015,0,0,TV Show,0,0
2025-06-19,1015,0,7,TV Show,0,0
2025-06-20,1015,0,8,TV Show,0,0
2025-06-21,1015,0,22,Movie,0,0
2025-06-22,1015,0,22,,0,0
2025-06-23,1015,0,21,Movie,0,0
2025-06-24,1015,0,24,Movie,0,0
2025-06-25,1015,0,30,TV Show,0,1
2025-06-26,1015,0,18,TV Show,0,0
2025-06-27,1015,0,21,None,0,0
2025-06-28,1015,0,23,Live,2,0
2025-06-29,1015,0,22,Movie,0,0
2025-06-30,1015,0,7,Movie,0,0
2025-07-01,1015,0,19,TV Show,0,0
2025-06-02,1016,0,21,TV Show,0,0
2025-06-03,1016,1,38,Live,0,0
2025-06-04,1016,0,26,None,1,0
2025-06-05,1016,0,150,,0,0
2025-06-06,1016,0,13,Live,0,0
2025-06-07,1016,0,43,Movie,0,0
2025-06-08,1016,1,27,Live,1,0
2025-06-09,1016,0,34,TV Show,1,0
2025-06-10,1016,0,14,None,0,0
2025-06-11,1016,1,22,,0,0
2025-06-12,1016,1,22,TV Show,0,0
2025-06-13,1016,0,18,TV Show,0,0
2025-06-14,1016,1,51,Movie,0,0
2025-06-15,1016,0,60,Movie,0,0
2025-06-16,1016,0,32,Movie,1,0
2025-06-17,1016,0,0,Movie,0,0
2025-06-18,1016,0,29,None,0,1
2025-06-19,1016,1,38,Movie,0,0
2025-06-20,1016,0,30,TV Show,0,0
2025-06-21,1016,0,24,Movie,0,0
2025-06-22,1016,0,45,,0,0
2025-06-23,1016,0,24,Movie,0,0
2025-06-24,1016,0,12,,0,0
2025-06-25,1016,0,51,Movie,0,0
2025-06-26,1016,0,42,Movie,0,0
2025-06-27,1016,1,27,Movie,0,0
2025-06-28,1016,0,41,TV Show,0,0
2025-06-29,1016,0,41,Movie,0,0
2025-06-30,1016,0,37,TV Show,1,0
2025-07-01,1016,0,31,Movie,1,0
2025-06-02,1017,0,94,Movie,0,0
2025-06-03,1017,1,71,Movie,1,0
2025-06-04,1017,1,96,Movie,1,0
2025-06-05,1017,0,89,TV Show,2,0
2025-06-06,1017,1,7,TV Show,0,1
2025-06-07,1017,1,71,Movie,0,0
2025-06-08,1017,0,90,Movie,0,0
2025-06-09,1017,0,84,TV Show,0,1
2025-06-10,1017,1,77,Movie,0,0
2025-06-11,1017,1,77,Movie,0,0
2025-06-12,1017,1,82,,0,0
2025-06-13,1017,1,88,Movie,0,0
2025-06-14,1017,1,62,Movie,0,0
2025-06-15,1017,0,72,TV Show,2,1
2025-06-16,1017,0,71,Movie,0,0
2025-06-17,1017,1,85,TV Show,0,0
2025-06-18,1017,0,51,,0,0
2025-06-19,1017,1,63,TV Show,0,0
2025-06-20,1017,1,42,Movie,1,0
2025-06-21,1017,0,88,Movie,1,0
2025-06-22,1017,2,110,Movie,0,0
2025-06-23,1017,1,47,TV Show,1,0
2025-06-24,1017,0,68,Movie,1,0
2025-06-25,1017,0,58,TV Show,0,0
2025-06-26,1017,0,89,TV Show,0,0
2025-06-27,1017,0,70,TV Show,1,0
2025-06-28,1017,0,107,Movie,0,0
2025-06-29,1017,1,68,TV Show,0,0
2025-06-30,1017,0,85,TV Show,1,1
2025-07-01,1017,1,55,Movie,0,0
2025-06-02,1018,1,24,TV Show,0,0
2025-06-03,1018,1,28,Live,0,0
2025-06-04,1018,1,24,TV Show,0,0
2025-06-05,1018,1,20,Movie,0,0
2025-06-06,1018,0,20,Movie,1,0
2025-06-07,1018,1,25,None,1,0
2025-06-08,1018,2,15,Movie,0,0
2025-06-09,1018,1,17,None,0,0
2025-06-10,1018,1,17,None,1,0
2025-06-11,1018,1,11,TV Show,1,0
2025-06-12,1018,1,22,Live,0,0
2025-06-13,1018,0,41,Movie,0,0
2025-06-14,1018,1,28,Movie,0,0
2025-06-15,1018,1,34,Movie,0,1
2025-06-16,1018,1,28,TV Show,0,0
2025-06-17,1018,1,24,TV Show,0,0
2025-06-18,1018,1,25,Movie,1,0
2025-06-19,1018,1,28,Movie,0,0
2025-06-20,1018,1,21,,0,0
2025-06-21,1018,1,43,Live,0,0
2025-06-22,1018,1,33,Movie,0,0
2025-06-23,1018,1,19,TV Show,0,0
2025-06-24,1018,0,26,Movie,0,0
2025-06-25,1018,1,14,,0,0
2025-06-26,1018,1,28,Movie,0,0
2025-06-27,1018,0,26,Movie,0,0
2025-06-28,1018,1,19,TV Show,1,0
2025-06-29,1018,0,0,TV Show,0,0
2025-06-30,1018,1,22,Movie,1,0
2025-07-01,1018,0,19,Live,0,0
2025-06-02,1019,0,16,Movie,1,1
2025-06-03,1019,0,15,Movie,0,0
2025-06-04,1019,0,14,Movie,0,1
2025-06-05,1019,0,11,Movie,3,1
2025-06-06,1019,0,16,Movie,0,0
2025-06-07,1019,0,10,Movie,0,0
2025-06-08,1019,0,18,Movie,0,0
2025-06-09,1019,0,16,TV Show,0,0
2025-06-10,1019,0,15,Movie,0,0
2025-06-11,1019,1,12,TV Show,0,0
2025-06-12,1019,0,13,TV Show,1,0
2025-06-13,1019,0,7,TV Show,1,1
2025-06-14,1019,0,21,Movie,1,0
2025-06-15,1019,0,10,Movie,0,0
2025-06-16,1019,0,14,TV Show,0,0
2025-06-17,1019,0,0,Movie,0,0
2025-06-18,1019,0,22,TV Show,0,0
2025-06-19,1019,0,18,Movie,0,0
2025-06-20,1019,0,12,TV Show,0,0
2025-06-21,1019,0,10,TV Show,0,0
2025-06-22,1019,0,19,TV Show,0,0
2025-06-23,1019,0,16,Movie,0,0
2025-06-24,1019,0,18,,0,0
2025-06-25,1019,0,15,TV Show,1,0
2025-06-26,1019,0,13,Movie,0,0
2025-06-27,1019,0,14,TV Show,1,0
2025-06-28,1019,0,13,TV Show,0,0
2025-06-29,1019,0,20,Movie,1,0
2025-06-30,1019,0,9,,1,0
2025-07-01,1019,0,6,TV Show,0,0
2025-06-02,1020,2,43,TV Show,0,0
2025-06-03,1020,1,31,Movie,0,0
2025-06-04,1020,0,0,TV Show,0,0
2025-06-05,1020,1,41,Movie,0,0
2025-06-06,1020,2,38,TV Show,0,0
2025-06-07,1020,2,54,Movie,0,0
2025-06-08,1020,2,48,TV Show,0,0
2025-06-09,1020,2,35,None,0,0
2025-06-10,1020,2,43,Movie,0,0
2025-06-11,1020,2,19,Movie,0,0
2025-06-12,1020,1,41,Movie,0,0
2025-06-13,1020,2,43,TV Show,0,0
2025-06-14,1020,2,15,Movie,0,0
2025-06-15,1020,2,36,TV Show,0,0
2025-06-16,1020,1,47,Movie,0,0
2025-06-17,1020,2,49,TV Show,1,0
2025-06-18,1020,2,36,Movie,0,0
2025-06-19,1020,1,49,None,0,0
2025-06-20,1020,1,28,TV Show,1,0
2025-06-21,1020,2,28,TV Show,0,0
2025-06-22,1020,3,45,Movie,0,0
2025-06-23,1020,2,32,TV Show,1,0
2025-06-24,1020,1,30,TV Show,1,0
2025-06-25,1020,1,33,TV Show,0,0
2025-06-26,1020,1,16,TV Show,0,0
2025-06-27,1020,1,35,TV Show,0,0
2025-06-28,1020,1,45,Movie,0,0
2025-06-29,1020,2,36,Movie,0,0
2025-06-30,1020,0,0,TV Show,0,0
2025-07-01,1020,2,44,Movie,0,0
2025-06-02,1021,1,40,Movie,1,0
2025-06-03,1021,0,40,TV Show,0,0
2025-06-04,1021,0,55,TV Show,0,0
2025-06-05,1021,0,18,TV Show,1,0
2025-06-06,1021,1,25,TV Show,1,0
