user_id,age,gender,signup_date,subscription_type,payment_method,monthly_revenue,country,referral_source,has_kids,last_payment_date
1060,20,F,2023-08-26,Premium,Credit Card,14.99,IN,,0,2025-03-14
1061,30,M,2024-02-06,Premium,PayPal,14.99,VE,Google,0,2024-08-30
1062,33,M,2023-12-12,Basic,Credit Card,9.99,OM,Email,0,2024-11-12
1063,39,,2025-03-06,Premium,Credit Card,14.99,SO,,1,2025-05-29
1064,37,M,2024-11-07,Premium,Credit Card,14.99,CA,,1,2024-12-20
1065,34,M,2025-06-29,Trial,PayPal,0.0,AD,Facebook,0,2025-07-04
1066,18,F,2024-11-11,Trial,PayPal,0.0,AR,,0,2025-02-03
1067,34,F,2024-11-11,Basic,Credit Card,9.99,TR,Facebook,0,2025-06-23
1068,35,M,2024-05-02,Basic,Other,9.99,SZ,Facebook,0,2025-04-03
1069,59,M,2025-04-15,Premium,Credit Card,14.99,EC,Email,0,2025-06-27
1070,33,F,2023-07-30,Basic,Credit Card,9.99,PW,Facebook,0,2024-06-01
1071,38,F,2024-09-05,Premium,Other,14.99,TN,Facebook,0,2025-02-04
1072,46,M,2023-08-19,Premium,Credit Card,14.99,AO,Email,0,2025-05-18
1073,42,F,2024-10-08,Basic,Credit Card,9.99,NL,Google,1,2025-01-26
1074,49,M,2025-01-08,Premium,Credit Card,14.99,OM,Friend,0,2025-03-04
1075,20,F,2025-01-06,Trial,Credit Card,0.0,BS,Google,0,2025-01-09
1076,25,M,2025-03-05,Premium,Credit Card,14.99,GW,Friend,0,2025-06-21
1077,29,F,2023-08-16,Basic,PayPal,9.99,AU,Facebook,0,2025-04-18
1078,19,F,2024-02-05,Premium,Credit Card,14.99,BO,Friend,0,2024-10-26
1079,35,M,2024-11-17,Premium,PayPal,14.99,IL,,0,2024-12-03
1080,25,F,2023-11-05,Trial,Other,0.0,SR,Friend,1,2024-01-13
1081,50,M,2024-10-12,Premium,PayPal,14.99,SI,,0,2024-12-22
1082,27,F,2024-03-31,Trial,PayPal,0.0,MY,Facebook,1,2024-08-29
1083,31,F,2024-10-30,Basic,Credit Card,9.99,NP,Friend,1,2025-06-05
1084,43,F,2024-03-01,Premium,PayPal,14.99,BE,Google,1,2024-09-16
1085,22,M,2024-07-14,Basic,Credit Card,9.99,ME,Facebook,0,2025-01-15
1086,18,,2023-10-11,Premium,PayPal,14.99,RS,Facebook,0,2025-01-23
1087,36,,2024-09-11,Basic,Credit Card,9.99,HR,Google,1,2024-10-29
1088,37,,2025-04-29,Trial,Credit Card,0.0,CA,Facebook,0,2025-05-05
1089,42,M,2023-10-14,Trial,Credit Card,0.0,UA,Google,0,2024-07-28
1090,40,F,2024-07-12,Basic,Credit Card,9.99,QA,Google,1,2025-04-24
1091,37,M,2024-12-10,Premium,Credit Card,14.99,CZ,Email,1,2024-12-15
1092,28,F,2024-04-14,Premium,Other,14.99,GD,Email,0,2025-02-06
1093,37,M,2023-12-23,Basic,PayPal,9.99,AR,Facebook,1,2024-12-26
1094,37,M,2025-05-28,Basic,Credit Card,9.99,EE,Friend,0,2025-06-05
1095,27,M,2024-06-29,Basic,Credit Card,9.99,TZ,Google,0,2024-10-02
1096,53,M,2024-11-30,Premium,Credit Card,14.99,SB,Google,0,2025-02-11
1097,39,Other,2023-08-03,Trial,PayPal,0.0,BH,Email,0,2023-11-28
1098,25,M,2024-11-08,Premium,Credit Card,14.99,SB,Facebook,0,2025-04-07
1099,42,F,2024-12-18,Premium,Credit Card,14.99,GN,Google,1,2025-05-19
1100,44,F,2024-07-31,Premium,Credit Card,14.99,MG,,0,2024-11-27
1101,39,M,2024-06-13,Basic,Credit Card,9.99,MU,Google,0,2025-03-16
1102,32,F,2024-10-30,Basic,Credit Card,9.99,PL,Email,0,2024-12-31
1103,27,M,2024-03-01,Basic,Credit Card,9.99,AG,Facebook,0,2024-07-17
1104,34,F,2024-02-07,Premium,Credit Card,14.99,ES,Facebook,1,2024-12-14
1105,38,M,2024-08-29,Premium,PayPal,14.99,TO,Email,0,2025-04-02
1106,35,F,2024-05-29,Premium,Credit Card,14.99,DE,Facebook,0,2024-09-01
1107,49,M,2023-09-12,Basic,PayPal,9.99,NE,Google,0,2024-03-11
1108,41,F,2025-06-07,Premium,Other,14.99,MM,Facebook,0,2025-07-02
1109,26,F,2025-04-26,Premium,PayPal,14.99,PW,Friend,0,2025-05-18
1110,24,F,2025-04-02,Basic,Other,9.99,SC,,1,2025-05-18
1111,39,F,2024-10-27,Trial,PayPal,0.0,OM,Google,1,2024-12-27
1112,32,F,2025-02-05,Trial,Credit Card,0.0,GR,Email,0,2025-04-20
1113,42,M,2024-11-24,Premium,Credit Card,14.99,VN,Email,1,2025-03-29
1114,39,F,2025-06-04,Basic,Credit Card,9.99,SY,Facebook,1,2025-06-09
1115,34,M,2024-08-13,Premium,Credit Card,14.99,ZM,Google,1,2025-04-11
1116,26,M,2023-09-22,Basic,Credit Card,9.99,TJ,Email,1,2024-03-28
1117,19,M,2025-06-25,Basic,Credit Card,9.99,NP,Google,0,2025-06-29
1118,37,M,2024-12-15,Premium,Credit Card,14.99,AR,,1,2025-04-02
1119,22,F,2023-11-29,Basic,PayPal,9.99,IT,Email,0,2024-06-11
1120,26,M,2025-01-10,Premium,Credit Card,14.99,AZ,Email,0,2025-05-17
1121,36,M,2024-11-14,Trial,Other,0.0,DE,Email,1,2025-04-05
1122,35,M,2024-08-24,Basic,PayPal,9.99,PY,Facebook,1,2024-09-13
1123,23,M,2023-07-28,Premium,Credit Card,14.99,CD,Email,1,2025-01-20
1124,45,F,2023-07-14,Premium,Credit Card,14.99,SN,Facebook,0,2024-11-07
1125,45,M,2024-11-08,Basic,Credit Card,9.99,BY,Google,0,2024-12-11
1126,40,M,2024-12-27,Premium,PayPal,14.99,IN,Google,1,2025-03-19
1127,40,M,2024-10-16,Premium,Credit Card,14.99,SK,Google,1,2025-03-19
1128,40,F,2025-01-15,Basic,Credit Card,9.99,LR,Friend,1,2025-06-07
1129,70,M,2025-06-27,Premium,Credit Card,14.99,CG,Google,0,2025-07-02
1130,44,F,2024-03-13,Trial,Credit Card,0.0,AR,Email,1,2025-02-23
1131,41,Other,2024-03-25,Basic,PayPal,9.99,PL,Facebook,0,2025-06-09
1132,27,M,2024-07-27,Premium,Credit Card,14.99,SK,Email,0,2024-11-02
1133,32,F,2025-04-27,Basic,Credit Card,9.99,EE,Email,0,2025-05-23
1134,58,F,2024-06-30,Premium,PayPal,14.99,SI,Facebook,0,2024-08-16
1135,18,M,2025-01-10,Trial,Other,0.0,EE,Facebook,0,2025-06-03
1136,30,,2024-12-27,Premium,PayPal,14.99,TR,Google,0,2025-04-11
1137,45,F,2025-02-08,Basic,Credit Card,9.99,SY,Email,0,2025-03-27
1138,27,F,2023-07-11,Premium,PayPal,14.99,NP,Email,0,2023-12-08
1139,41,F,2024-05-09,Premium,Other,14.99,TZ,Google,0,2025-01-11
1140,35,F,2024-02-18,Premium,Credit Card,14.99,BJ,Google,0,2024-09-28
1141,28,M,2023-08-12,Trial,PayPal,0.0,UA,,0,2025-03-15
1142,18,F,2025-01-14,Basic,PayPal,9.99,MD,Google,1,2025-03-26
1143,36,M,2023-10-31,Basic,Other,9.99,AM,Friend,0,2024-02-02
1144,27,M,2025-03-23,Basic,Credit Card,9.99,TO,Email,0,2025-04-16
1145,33,F,2023-10-14,Premium,PayPal,14.99,FI,Facebook,1,2024-01-22
1146,40,F,2024-03-07,Trial,Credit Card,0.0,ET,Email,0,2024-03-22
1147,43,F,2024-01-17,Premium,Credit Card,14.99,PG,Facebook,0,2024-07-13
1148,30,M,2024-07-04,Premium,PayPal,14.99,AR,Friend,0,2024-11-10
1149,28,M,2024-09-06,Basic,Credit Card,9.99,SI,,1,2025-01-20
1150,22,F,2024-06-06,Premium,PayPal,14.99,TH,Email,1,2024-12-03
1151,44,F,2024-10-09,Basic,PayPal,9.99,BS,Email,1,2025-05-21
1152,56,F,2024-06-25,Premium,Credit Card,14.99,NO,Google,0,2025-05-11
1153,45,F,2024-06-05,Basic,Credit Card,9.99,RU,Google,0,2025-01-08
1154,47,F,2024-04-01,Basic,Credit Card,9.99,SY,Facebook,0,2024-10-12
1155,27,M,2023-08-12,Premium,Credit Card,14.99,AL,Facebook,0,2025-01-12
1156,39,M,2023-11-09,Basic,PayPal,9.99,MU,Facebook,0,2024-10-02
1157,42,,2024-12-27,Premium,PayPal,14.99,ST,Google,0,2025-03-15
1158,18,M,2023-11-25,Premium,Credit Card,14.99,TL,Facebook,0,2025-04-19
1159,24,F,2024-08-29,Premium,Credit Card,14.99,LI,Facebook,0,2025-03-17
1160,51,F,2023-09-04,Trial,Credit Card,0.0,LY,Facebook,0,2023-10-24
1161,20,F,2024-06-23,Trial,Credit Card,0.0,MA,Google,0,2025-03-15
1162,49,M,2024-12-20,Premium,Credit Card,14.99,IS,Facebook,0,2025-02-19
1163,20,F,2025-02-22,Trial,Credit Card,0.0,TV,Google,1,2025-05-07
1164,25,M,2024-02-29,Premium,PayPal,14.99,GB,Facebook,0,2024-11-29
1165,39,,2024-02-14,Basic,Credit Card,9.99,CF,Facebook,0,2025-02-01
1166,35,F,2024-03-29,Basic,PayPal,9.99,GA,Facebook,1,2024-12-31
1167,31,M,2025-06-02,Basic,Credit Card,9.99,LC,Friend,0,2025-06-12
1168,50,F,2024-10-19,Trial,Credit Card,0.0,LA,Email,0,2025-06-02
1169,22,M,2024-09-11,Basic,Other,9.99,CV,Facebook,0,2024-10-31
1170,33,M,2025-03-15,Basic,Credit Card,9.99,BY,Facebook,1,2025-04-16
1171,40,F,2025-03-25,Premium,Credit Card,14.99,BO,Facebook,1,2025-04-19
1172,37,F,2025-05-25,Premium,PayPal,14.99,GY,Google,0,2025-06-30
1173,28,F,2025-01-17,Basic,Other,9.99,TL,Email,0,2025-05-20
1174,29,M,2025-06-15,Basic,Other,9.99,BT,Google,0,2025-06-25
1175,43,F,2024-10-05,Basic,Other,9.99,NZ,Facebook,0,2025-06-07
1176,43,F,2025-03-05,Premium,Credit Card,14.99,AG,Google,1,2025-06-18
1177,38,F,2025-02-14,Premium,Credit Card,14.99,NO,Email,1,2025-06-08
1178,26,F,2025-06-07,Trial,Credit Card,0.0,ET,Facebook,1,2025-06-16
1179,29,M,2024-09-07,Premium,Credit Card,14.99,SI,Facebook,1,2024-11-19
1180,34,F,2025-05-21,Premium,Other,14.99,IR,Google,0,2025-05-27
1181,36,F,2023-11-28,Trial,Other,0.0,GB,Facebook,1,2023-12-21
1182,40,F,2024-08-07,Premium,PayPal,14.99,LS,Email,1,2025-03-16
1183,32,F,2025-01-09,Trial,Credit Card,0.0,NA,Email,0,2025-05-31
1184,43,M,2023-10-11,Premium,Credit Card,14.99,UG,Google,0,2024-04-05
1185,43,M,2023-12-01,Basic,PayPal,9.99,EC,Email,1,2024-03-25
1186,48,F,2024-11-17,Premium,Other,14.99,AE,Google,0,2025-04-14
1187,35,M,2024-11-30,Premium,Credit Card,14.99,GN,,1,2025-04-03
1188,38,,2024-05-18,Premium,Credit Card,14.99,AO,Email,1,2024-08-05
1189,33,M,2025-01-09,Basic,Credit Card,9.99,NZ,Google,0,2025-06-02
1190,26,F,2024-12-30,Basic,PayPal,9.99,GT,Facebook,0,2025-01-03
1191,55,M,2025-04-02,Basic,Other,9.99,VE,Email,0,2025-06-05
1192,46,F,2024-04-26,Premium,Other,14.99,WS,Facebook,1,2024-07-07
1193,42,F,2023-08-16,Premium,Credit Card,14.99,SC,Facebook,1,2025-04-11
1194,34,F,2024-12-10,Trial,Other,0.0,SE,Facebook,0,2024-12-26
1195,26,F,2025-04-14,Trial,Credit Card,0.0,MG,Google,0,2025-05-28
1196,44,,2025-06-13,Premium,PayPal,14.99,NI,Facebook,0,2025-06-21
1197,33,Other,2025-01-01,Basic,Credit Card,9.99,MK,Google,0,2025-05-15
1198,39,M,2024-07-06,Trial,PayPal,0.0,BR,Email,0,2025-06-18
1199,29,F,2024-11-25,Premium,Other,14.99,KR,Friend,0,2024-12-31
1200,37,F,2024-12-05,Premium,Credit Card,14.99,NL,,0,2025-02-04
1201,29,F,2024-02-19,Premium,Credit Card,14.99,DZ,Google,1,2025-05-15
1202,30,F,2024-06-24,Basic,Credit Card,9.99,EE,Google,0,2025-06-05
1203,37,F,2024-07-06,Premium,PayPal,14.99,AO,Facebook,1,2025-06-27
1204,20,F,2024-07-03,Basic,Credit Card,9.99,LI,Email,1,2025-03-10
1205,20,F,2024-08-20,Trial,Credit Card,0.0,MH,Friend,1,2025-01-29
1206,27,M,2025-06-26,Trial,Credit Card,0.0,MU,Google,1,2025-07-01
1207,32,F,2024-02-05,Basic,PayPal,9.99,CU,Google,0,2024-08-06
1208,43,F,2024-11-10,Basic,Credit Card,9.99,ZA,Google,0,2024-11-28
1209,33,F,2024-03-10,Basic,Credit Card,9.99,MU,,0,2024-04-23
1210,34,F,2024-10-23,Premium,PayPal,14.99,VC,Friend,0,2025-02-05
1211,32,M,2024-11-23,Trial,PayPal,0.0,WS,Google,0,2025-03-23
1212,38,F,2024-01-02,Basic,PayPal,9.99,GQ,Facebook,1,2025-03-08
1213,26,Other,2023-09-13,Premium,PayPal,14.99,PH,,0,2024-10-15
1214,33,M,2023-08-14,Basic,Credit Card,9.99,RO,Email,0,2023-11-23
1215,39,F,2025-03-01,Trial,Credit Card,0.0,CG,,1,2025-05-20
1216,37,M,2024-05-31,Premium,PayPal,14.99,AO,Google,0,2024-12-03
1217,35,F,2024-10-28,Premium,Credit Card,14.99,ME,Email,0,2025-01-12
1218,35,F,2025-06-03,Premium,Credit Card,14.99,CZ,Email,0,2025-06-04
1219,39,M,2025-05-18,Premium,Other,14.99,DE,Google,0,2025-07-01
1220,56,M,2024-03-28,Premium,Credit Card,14.99,BJ,Friend,0,2025-06-06
1221,27,M,2023-12-22,Trial,PayPal,0.0,PS,Google,1,2023-12-23
1222,56,F,2025-01-28,Premium,Credit Card,14.99,KI,Google,0,2025-02-02
1223,26,M,2024-01-05,Premium,PayPal,14.99,BW,Google,0,2024-12-30
1224,18,F,2025-02-03,Premium,Credit Card,14.99,NO,Google,0,2025-05-11
1225,29,,2023-11-06,Trial,Credit Card,0.0,PH,Email,0,2024-12-21
1226,38,F,2024-07-17,Premium,Credit Card,14.99,AM,Email,0,2024-07-26
1227,53,F,2025-02-28,Premium,PayPal,14.99,MG,,1,2025-04-18
1228,26,F,2023-11-14,Premium,PayPal,14.99,MK,Google,1,2025-01-15
1229,39,F,2024-12-05,Basic,PayPal,9.99,TG,Email,1,2025-01-23
1230,21,F,2024-08-22,Basic,PayPal,9.99,AO,,1,2025-01-21
1231,53,M,2025-05-14,Basic,Credit Card,9.99,CV,Google,1,2025-06-04
1232,46,M,2025-02-24,Basic,Credit Card,9.99,KH,Email,1,2025-05-06
1233,30,F,2025-04-07,Premium,Credit Card,14.99,LY,,0,2025-05-15
1234,18,F,2025-01-18,Basic,Other,9.99,AR,Facebook,1,2025-03-31
1235,48,F,2025-06-30,Trial,Credit Card,0.0,KE,Email,1,2025-07-01
1236,33,,2023-11-27,Premium,Credit Card,14.99,KM,Facebook,0,2025-03-05
1237,47,F,2023-07-27,Trial,PayPal,0.0,BW,,0,2025-03-26
1238,35,M,2023-10-16,Trial,PayPal,0.0,TW,Email,1,2025-06-30
1239,35,F,2025-01-03,Premium,Credit Card,14.99,VC,Email,1,2025-05-19
1240,30,F,2025-02-11,Basic,Credit Card,9.99,MA,,0,2025-05-14
1241,41,M,2024-11-13,Premium,Credit Card,14.99,LK,Friend,0,2025-03-24
1242,36,M,2024-05-03,Basic,Other,9.99,KG,Facebook,0,2024-06-01
1243,40,M,2023-10-21,Trial,Other,0.0,ZW,Google,0,2025-05-20
1244,19,M,2024-10-04,Premium,Other,14.99,JM,Google,0,2024-12-24
1245,47,M,2024-09-20,Premium,PayPal,14.99,MT,Google,0,2025-06-08
1246,50,Other,2023-11-05,Basic,PayPal,9.99,TW,Google,0,2024-11-07
1247,36,M,2023-07-18,Basic,Credit Card,9.99,CZ,Facebook,1,2023-12-22
1248,55,,2024-02-23,Premium,Credit Card,14.99,SI,Facebook,1,2024-03-30
1249,52,,2024-09-25,Premium,Credit Card,14.99,LC,Friend,0,2024-12-17
1250,41,F,2024-12-07,Premium,PayPal,14.99,CA,,1,2025-06-23
1251,48,M,2025-01-01,Premium,Credit Card,14.99,MX,Facebook,0,2025-05-24
1252,45,F,2024-04-22,Trial,Credit Card,0.0,KW,Email,0,2024-11-26
1253,18,F,2023-10-22,Basic,Credit Card,9.99,CL,Facebook,0,2024-03-08
1254,32,M,2024-02-29,Premium,Credit Card,14.99,KW,Email,0,2024-09-28
1255,42,F,2024-05-26,Premium,Credit Card,14.99,DZ,Google,1,2025-02-07
1256,51,M,2023-12-05,Premium,Other,14.99,ZA,Friend,1,2024-04-18
1257,21,M,2023-09-30,Premium,Credit Card,14.99,SC,Facebook,1,2025-07-08
1258,18,M,2025-07-06,Basic,Credit Card,9.99,JP,Email,0,2025-07-06
1259,34,M,2024-10-22,Premium,Credit Card,14.99,MN,Facebook,1,2025-04-23
1260,18,F,2025-03-13,Basic,Credit Card,9.99,JM,Google,0,2025-06-14
1261,34,M,2024-01-21,Basic,Credit Card,9.99,TW,Google,0,2024-07-02
1262,38,F,2024-06-26,Trial,Credit Card,0.0,GD,Friend,0,2024-10-05
1263,25,,2024-08-04,Basic,Credit Card,9.99,BI,Facebook,0,2024-09-10
1264,34,F,2024-08-12,Premium,Credit Card,14.99,LA,Google,0,2025-05-03
1265,44,M,2024-04-23,Trial,Credit Card,0.0,TV,Email,0,2024-06-07
1266,29,F,2024-01-22,Premium,Credit Card,14.99,MD,Google,0,2024-12-01
1267,27,F,2025-05-17,Premium,Other,14.99,BY,Google,0,2025-07-02
1268,33,F,2023-07-14,Basic,Credit Card,9.99,MH,Friend,0,2025-06-04
1269,24,F,2023-08-07,Basic,PayPal,9.99,DE,Facebook,0,2024-08-02
1270,54,M,2023-07-29,Premium,Credit Card,14.99,SB,Google,0,2023-09-25
1271,35,M,2025-04-04,Premium,Credit Card,14.99,TH,Email,1,2025-06-28
1272,28,Other,2024-04-14,Premium,Credit Card,14.99,JO,Facebook,1,2025-06-10
1273,37,M,2023-10-24,Trial,Credit Card,0.0,DM,Email,1,2025-01-25
1274,33,F,2024-02-08,Trial,Credit Card,0.0,CV,Google,1,2024-12-23
1275,32,M,2024-10-03,Premium,Credit Card,14.99,UY,Email,1,2025-05-13
1276,29,F,2025-03-13,Basic,PayPal,9.99,ML,,0,2025-04-15
1277,29,F,2024-11-18,Basic,Credit Card,9.99,GY,Facebook,0,2024-12-15
1278,19,M,2025-04-06,Basic,Credit Card,9.99,BB,Friend,0,2025-05-27
1279,48,F,2024-04-13,Premium,PayPal,14.99,TR,Friend,1,2024-09-27
1280,40,F,2024-09-25,Trial,Other,0.0,SA,Email,0,2024-10-09
1281,38,Other,2025-06-01,Basic,Credit Card,9.99,YE,Friend,0,2025-06-23
1282,33,F,2024-05-24,Premium,Credit Card,14.99,MV,Google,0,2025-05-09
1283,25,F,2024-11-12,Premium,Credit Card,14.99,BI,Google,0,2024-11-25
1284,27,F,2025-05-20,Premium,Credit Card,14.99,MG,Facebook,0,2025-06-13
1285,20,M,2024-10-30,Basic,Credit Card,9.99,PH,Google,0,2025-04-27
1286,28,F,2025-06-19,Premium,PayPal,14.99,MT,Google,0,2025-07-07
1287,24,M,2024-04-07,Premium,Credit Card,14.99,LB,Email,1,2025-07-03
1288,51,F,2024-01-14,Basic,Credit Card,9.99,CF,Google,1,2024-11-20
1289,43,F,2024-09-21,Premium,Credit Card,14.99,BW,Facebook,0,2024-12-16
1290,35,F,2024-11-11,Premium,Credit Card,14.99,TW,Google,0,2025-05-23
1291,26,M,2025-06-10,Basic,Credit Card,9.99,UG,Google,1,2025-07-01
1292,24,M,2024-03-30,Premium,Credit Card,14.99,LR,Facebook,0,2025-02-12
1293,33,M,2024-02-18,Premium,Credit Card,14.99,JP,Email,0,2025-01-01
1294,44,F,2024-10-14,Premium,Credit Card,14.99,UA,Google,0,2024-10-21
1295,54,M,2025-01-10,Trial,PayPal,0.0,KN,Friend,1,2025-04-10
1296,21,Other,2023-11-30,Premium,Credit Card,14.99,ID,Friend,0,2024-05-25
1297,40,F,2024-09-19,Basic,Credit Card,9.99,CM,Google,0,2024-09-19
1298,28,M,2024-02-27,Premium,Credit Card,14.99,PY,Friend,0,2025-05-12
1299,30,Other,2025-02-28,Basic,PayPal,9.99,BG,Facebook,0,2025-03-10
1300,35,F,2024-07-28,Trial,Credit Card,0.0,CY,Google,0,2025-05-21
1301,26,M,2024-01-25,Premium,Credit Card,14.99,AR,Google,1,2025-04-29
1302,32,M,2023-07-30,Premium,Credit Card,14.99,TG,Google,1,2024-02-14
1303,25,F,2025-07-06,Trial,Credit Card,0.0,BG,Friend,1,2025-07-08
1304,29,M,2024-01-14,Trial,Credit Card,0.0,LK,Facebook,0,2025-01-13
1305,42,F,2024-03-05,Basic,PayPal,9.99,GH,Facebook,0,2024-04-30
1306,35,F,2024-04-30,Basic,Credit Card,9.99,OM,Email,0,2024-10-25
1307,42,F,2025-06-23,Premium,Other,14.99,ZW,Email,0,2025-07-06
1308,28,F,2025-02-11,Basic,PayPal,9.99,VC,Facebook,0,2025-04-29
1309,40,M,2023-09-01,Premium,Credit Card,14.99,MT,Facebook,0,2024-07-01
1310,18,M,2023-07-13,Premium,Credit Card,14.99,LA,Google,0,2025-06-11
1311,35,M,2023-07-27,Premium,PayPal,14.99,LR,Friend,0,2024-07-15
1312,41,F,2024-11-29,Trial,PayPal,0.0,TZ,Google,0,2025-04-01
1313,18,F,2024-10-24,Basic,PayPal,9.99,ML,Google,0,2025-03-13
1314,28,M,2024-08-15,Trial,PayPal,0.0,TZ,Google,0,2025-05-16
1315,35,M,2024-06-19,Premium,Credit Card,14.99,ZW,Friend,0,2025-03-25
1316,45,F,2025-05-02,Premium,PayPal,14.99,TG,Facebook,0,2025-06-25
1317,29,M,2024-09-21,Premium,Credit Card,14.99,AZ,Google,0,2025-01-25
1318,40,M,2023-10-06,Premium,Credit Card,14.99,DJ,Google,0,2025-04-03
1319,49,F,2024-12-19,Premium,Credit Card,14.99,GT,Email,0,2025-01-09
1320,40,F,2023-10-14,Premium,Credit Card,14.99,BO,Facebook,1,2024-10-04
1321,32,Other,2023-11-01,Basic,PayPal,9.99,OM,Friend,1,2023-11-16
1322,38,M,2023-07-30,Premium,Credit Card,14.99,BB,Google,1,2024-07-25
